file	keyword	count
core/src/platforms/douyin/danmu/websocket_connection.rs	cookie	6
core/src/platforms/douyin/danmu/websocket_connection.rs	pay	2
core/src/platforms/douyin/danmu/websocket_connection.rs	sign	9
core/src/platforms/douyin/douyin_danmu_listener.rs	cookie	3
core/src/platforms/douyin/douyin_danmu_listener.rs	pay	3
core/src/platforms/douyin/douyin_streamer_detail.rs	proxy	7
core/src/platforms/douyin/douyin_streamer_detail.rs	stream_url	13
core/src/platforms/douyin/douyin_streamer_detail.rs	flv	2
core/src/platforms/douyin/douyin_streamer_detail.rs	hls	2
core/src/platforms/douyin/douyin_streamer_detail.rs	pay	7
core/src/platforms/douyin/douyin_streamer_info.rs	stream_url	6
core/src/platforms/douyin/douyin_streamer_info.rs	pay	4
core/src/platforms/douyin/douyin_streamer_list.rs	cookie	7
core/src/platforms/douyin/douyin_streamer_list.rs	token	3
core/src/platforms/douyin/douyin_streamer_list.rs	sign	2
core/src/platforms/douyin/douyin_streamer_list.rs	a_bogus	4
core/src/platforms/douyin/mod.rs	stream_url	2
core/src/platforms/douyin/mod.rs	a_bogus	1
core/src/platforms/douyin/models.rs	stream_url	3
core/src/platforms/douyin/models.rs	flv	4
core/src/platforms/douyin/models.rs	cdn	1
core/src/platforms/douyin/room_page.rs	cookie	15
core/src/platforms/douyin/search.rs	cookie	41
core/src/platforms/douyin/search.rs	token	1
core/src/platforms/douyin/search.rs	auth	1
core/src/platforms/douyin/search.rs	pay	4
core/src/platforms/douyin/search.rs	sign	1
core/src/platforms/douyin/web_api.rs	cookie	13
core/src/platforms/douyin/web_api.rs	token	1
core/src/platforms/douyin/web_api.rs	sign	2
core/src/platforms/douyin/web_api.rs	a_bogus	5
core/src/platforms/douyu/danmu_start.rs	proxy	1
core/src/platforms/douyu/danmu_start.rs	pay	1
core/src/platforms/douyu/danmu_start.rs	sign	4
core/src/platforms/douyu/fetch_douyu_main_categories.rs	proxy	1
core/src/platforms/douyu/fetch_douyu_main_categories.rs	cdn	1
core/src/platforms/douyu/live_list.rs	proxy	2
core/src/platforms/douyu/mod.rs	stream_url	2
core/src/platforms/douyu/search_anchor.rs	proxy	1
core/src/platforms/douyu/search_anchor.rs	cookie	1
core/src/platforms/douyu/stream_url.rs	proxy	1
core/src/platforms/douyu/stream_url.rs	stream_url	3
core/src/platforms/douyu/stream_url.rs	cookie	1
core/src/platforms/douyu/stream_url.rs	pay	4
core/src/platforms/douyu/stream_url.rs	sign	22
core/src/platforms/douyu/stream_url.rs	cdn	45
core/src/platforms/douyu/three_cate.rs	cdn	1
core/src/platforms/huya/cdn_token.rs	token	9
core/src/platforms/huya/cdn_token.rs	sign	3
core/src/platforms/huya/cdn_token.rs	secret	3
core/src/platforms/huya/danmaku.rs	proxy	1
core/src/platforms/huya/danmaku.rs	stream_url	1
core/src/platforms/huya/danmaku.rs	pay	8
core/src/platforms/huya/danmaku.rs	cdn	1
core/src/platforms/huya/mod.rs	stream_url	1
core/src/platforms/huya/mod.rs	token	1
core/src/platforms/huya/mod.rs	cdn	1
core/src/platforms/huya/search.rs	proxy	1
core/src/platforms/huya/search.rs	cdn	1
core/src/platforms/huya/stream_url.rs	flv	5
core/src/platforms/huya/stream_url.rs	token	11
core/src/platforms/huya/stream_url.rs	sign	3
core/src/platforms/huya/stream_url.rs	cdn	6
core/src/proxy.rs	proxy	13
core/src/proxy.rs	stream_url	4
core/src/proxy.rs	flv	1
core/src/proxy.rs	m3u8	1
core/src/proxy.rs	token	7
core/src/stream_proxy.rs	proxy	2
core/src/stream_proxy.rs	flv	2
core/src/stream_proxy.rs	m3u8	2
core/src/stream_proxy.rs	hls	7
core/src/update_release.rs	download	20
core/src/update_release.rs	pay	22
web/package-lock.json	download	4
web/package-lock.json	flv	6
web/package-lock.json	hls	8
web/package-lock.json	vip	1
web/package-lock.json	sign	4
web/package.json	flv	1
web/package.json	hls	1
web/package.json	bypass	1
web/src-tauri/Cargo.toml	cookie	2
web/src-tauri/Cargo.toml	auth	1
web/src-tauri/src/lib.rs	download	1
web/src-tauri/src/lib.rs	proxy	12
web/src-tauri/src/lib.rs	stream_url	20
web/src-tauri/src/lib.rs	flv	1
web/src-tauri/src/lib.rs	m3u8	1
web/src-tauri/src/lib.rs	hls	1
web/src-tauri/src/lib.rs	cookie	4
web/src-tauri/src/lib.rs	token	2
web/src-tauri/src/lib.rs	sign	2
web/src-tauri/src/lib.rs	cdn	1
web/src-tauri/src/network_policy.rs	cookie	1
web/src-tauri/src/network_policy.rs	cdn	22
web/src-tauri/src/platforms/bilibili/auth.rs	auth	1
web/src-tauri/src/platforms/bilibili/auth.rs	sign	3
web/src-tauri/src/platforms/bilibili/auth.rs	wbi	4
web/src-tauri/src/platforms/bilibili/cookie.rs	cookie	36
web/src-tauri/src/platforms/bilibili/danmaku.rs	stream_url	3
web/src-tauri/src/platforms/bilibili/danmaku.rs	cookie	12
web/src-tauri/src/platforms/bilibili/danmaku.rs	token	6
web/src-tauri/src/platforms/bilibili/danmaku.rs	auth	6
web/src-tauri/src/platforms/bilibili/danmaku.rs	pay	4
web/src-tauri/src/platforms/bilibili/danmaku.rs	sign	1
web/src-tauri/src/platforms/bilibili/live_list.rs	proxy	1
web/src-tauri/src/platforms/bilibili/live_list.rs	cookie	1
web/src-tauri/src/platforms/bilibili/live_list.rs	sign	2
web/src-tauri/src/platforms/bilibili/live_list.rs	secret	2
web/src-tauri/src/platforms/bilibili/mod.rs	stream_url	1
web/src-tauri/src/platforms/bilibili/mod.rs	cookie	1
web/src-tauri/src/platforms/bilibili/mod.rs	auth	1
web/src-tauri/src/platforms/bilibili/search.rs	proxy	1
web/src-tauri/src/platforms/bilibili/search.rs	cookie	43
web/src-tauri/src/platforms/bilibili/search.rs	pay	7
web/src-tauri/src/platforms/bilibili/state.rs	proxy	1
web/src-tauri/src/platforms/bilibili/stream_url.rs	proxy	2
web/src-tauri/src/platforms/bilibili/stream_url.rs	stream_url	6
web/src-tauri/src/platforms/bilibili/stream_url.rs	cookie	15
web/src-tauri/src/platforms/bilibili/stream_url.rs	auth	1
web/src-tauri/src/platforms/bilibili/stream_url.rs	pay	8
web/src-tauri/src/platforms/bilibili/stream_url.rs	sign	4
web/src-tauri/src/platforms/bilibili/stream_url.rs	wbi	5
web/src-tauri/src/platforms/bilibili/stream_url.rs	cdn	3
web/src-tauri/src/platforms/bilibili/streamer_info.rs	stream_url	6
web/src-tauri/src/platforms/bilibili/streamer_info.rs	cookie	5
web/src-tauri/src/platforms/bilibili/streamer_info.rs	pay	3
web/src-tauri/src/platforms/bilibili/streamer_info.rs	sign	4
web/src-tauri/src/platforms/bilibili/streamer_info.rs	wbi	14
web/src-tauri/src/platforms/common/http_client.rs	proxy	2
web/src-tauri/src/platforms/common/http_client.rs	cookie	17
web/src-tauri/src/platforms/common/mod.rs	pay	2
web/src-tauri/src/platforms/common/request_limit.rs	cdn	1
web/src-tauri/src/platforms/common/types.rs	stream_url	5
web/src-tauri/src/platforms/common/types.rs	flv	1
web/src-tauri/src/platforms/common/types.rs	hls	1
web/src-tauri/src/platforms/common/types.rs	pay	5
web/src-tauri/src/platforms/douyin/a_bogus.rs	a_bogus	1
web/src-tauri/src/platforms/douyin/account_search.rs	cookie	7
web/src-tauri/src/platforms/douyin/account_search.rs	pay	6
web/src-tauri/src/platforms/douyin/danmu/douyin.proto	token	1
web/src-tauri/src/platforms/douyin/danmu/douyin.proto	auth	2
web/src-tauri/src/platforms/douyin/danmu/douyin.proto	pay	8
web/src-tauri/src/platforms/douyin/danmu/douyin.proto	member	2
web/src-tauri/src/platforms/douyin/danmu/douyin.proto	sign	1
web/src-tauri/src/platforms/douyin/danmu/douyin.proto	secret	1
web/src-tauri/src/platforms/douyin/danmu/gen/douyin.rs	token	1
web/src-tauri/src/platforms/douyin/danmu/gen/douyin.rs	auth	6
web/src-tauri/src/platforms/douyin/danmu/gen/douyin.rs	pay	8
web/src-tauri/src/platforms/douyin/danmu/gen/douyin.rs	member	2
web/src-tauri/src/platforms/douyin/danmu/gen/douyin.rs	sign	1
web/src-tauri/src/platforms/douyin/danmu/gen/douyin.rs	secret	1
web/src-tauri/src/platforms/douyin/danmu/main.rs	cookie	5
web/src-tauri/src/platforms/douyin/danmu/main.rs	sign	1
web/src-tauri/src/platforms/douyin/danmu/message_handler.rs	auth	3
web/src-tauri/src/platforms/douyin/danmu/message_handler.rs	pay	14
web/src-tauri/src/platforms/douyin/danmu/message_parsers.rs	pay	18
web/src-tauri/src/platforms/douyin/danmu/message_parsers.rs	member	5
web/src-tauri/src/platforms/douyin/danmu/mod.rs	sign	1
web/src-tauri/src/platforms/douyin/danmu/sign.js	proxy	1
web/src-tauri/src/platforms/douyin/danmu/sign.js	cookie	3
web/src-tauri/src/platforms/douyin/danmu/sign.js	token	3
web/src-tauri/src/platforms/douyin/danmu/sign.js	sign	15
web/src-tauri/src/platforms/douyin/danmu/signature.rs	token	5
web/src-tauri/src/platforms/douyin/danmu/signature.rs	sign	32
web/src-tauri/src/platforms/douyin/danmu/web_fetcher.rs	cookie	68
web/src-tauri/src/platforms/douyin/danmu/web_fetcher.rs	token	10
web/src-tauri/src/platforms/douyin/danmu/web_fetcher.rs	sign	2
web/src-tauri/src/platforms/douyin/danmu/websocket_connection.rs	cookie	6
web/src-tauri/src/platforms/douyin/danmu/websocket_connection.rs	pay	2
web/src-tauri/src/platforms/douyin/danmu/websocket_connection.rs	sign	9
web/src-tauri/src/platforms/douyin/douyin_danmu_listener.rs	cookie	3
web/src-tauri/src/platforms/douyin/douyin_danmu_listener.rs	pay	3
web/src-tauri/src/platforms/douyin/douyin_streamer_detail.rs	proxy	7
web/src-tauri/src/platforms/douyin/douyin_streamer_detail.rs	stream_url	13
web/src-tauri/src/platforms/douyin/douyin_streamer_detail.rs	flv	2
web/src-tauri/src/platforms/douyin/douyin_streamer_detail.rs	hls	2
web/src-tauri/src/platforms/douyin/douyin_streamer_detail.rs	pay	7
web/src-tauri/src/platforms/douyin/douyin_streamer_info.rs	stream_url	6
web/src-tauri/src/platforms/douyin/douyin_streamer_info.rs	pay	4
web/src-tauri/src/platforms/douyin/douyin_streamer_list.rs	cookie	7
web/src-tauri/src/platforms/douyin/douyin_streamer_list.rs	token	3
web/src-tauri/src/platforms/douyin/douyin_streamer_list.rs	sign	2
web/src-tauri/src/platforms/douyin/douyin_streamer_list.rs	a_bogus	4
web/src-tauri/src/platforms/douyin/mod.rs	stream_url	2
web/src-tauri/src/platforms/douyin/mod.rs	a_bogus	1
web/src-tauri/src/platforms/douyin/models.rs	stream_url	3
web/src-tauri/src/platforms/douyin/models.rs	flv	4
web/src-tauri/src/platforms/douyin/models.rs	cdn	1
web/src-tauri/src/platforms/douyin/room_page.rs	cookie	15
web/src-tauri/src/platforms/douyin/search.rs	cookie	41
web/src-tauri/src/platforms/douyin/search.rs	token	1
web/src-tauri/src/platforms/douyin/search.rs	auth	1
web/src-tauri/src/platforms/douyin/search.rs	pay	4
web/src-tauri/src/platforms/douyin/search.rs	sign	1
web/src-tauri/src/platforms/douyin/web_api.rs	cookie	13
web/src-tauri/src/platforms/douyin/web_api.rs	token	1
web/src-tauri/src/platforms/douyin/web_api.rs	sign	2
web/src-tauri/src/platforms/douyin/web_api.rs	a_bogus	5
web/src-tauri/src/platforms/douyu/danmu_start.rs	proxy	1
web/src-tauri/src/platforms/douyu/danmu_start.rs	pay	1
web/src-tauri/src/platforms/douyu/danmu_start.rs	sign	4
web/src-tauri/src/platforms/douyu/fetch_douyu_main_categories.rs	proxy	1
web/src-tauri/src/platforms/douyu/fetch_douyu_main_categories.rs	cdn	1
web/src-tauri/src/platforms/douyu/live_list.rs	proxy	2
web/src-tauri/src/platforms/douyu/mod.rs	stream_url	2
web/src-tauri/src/platforms/douyu/search_anchor.rs	proxy	1
web/src-tauri/src/platforms/douyu/search_anchor.rs	cookie	1
web/src-tauri/src/platforms/douyu/stream_url.rs	proxy	1
web/src-tauri/src/platforms/douyu/stream_url.rs	stream_url	3
web/src-tauri/src/platforms/douyu/stream_url.rs	cookie	1
web/src-tauri/src/platforms/douyu/stream_url.rs	pay	4
web/src-tauri/src/platforms/douyu/stream_url.rs	sign	22
web/src-tauri/src/platforms/douyu/stream_url.rs	cdn	45
web/src-tauri/src/platforms/douyu/three_cate.rs	cdn	1
web/src-tauri/src/platforms/huya/cdn_token.rs	token	9
web/src-tauri/src/platforms/huya/cdn_token.rs	sign	3
web/src-tauri/src/platforms/huya/cdn_token.rs	secret	3
web/src-tauri/src/platforms/huya/danmaku.rs	proxy	1
web/src-tauri/src/platforms/huya/danmaku.rs	stream_url	1
web/src-tauri/src/platforms/huya/danmaku.rs	pay	8
web/src-tauri/src/platforms/huya/danmaku.rs	cdn	1
web/src-tauri/src/platforms/huya/mod.rs	stream_url	1
web/src-tauri/src/platforms/huya/mod.rs	token	1
web/src-tauri/src/platforms/huya/mod.rs	cdn	1
web/src-tauri/src/platforms/huya/search.rs	proxy	1
web/src-tauri/src/platforms/huya/search.rs	cdn	1
web/src-tauri/src/platforms/huya/stream_url.rs	flv	5
web/src-tauri/src/platforms/huya/stream_url.rs	token	11
web/src-tauri/src/platforms/huya/stream_url.rs	sign	3
web/src-tauri/src/platforms/huya/stream_url.rs	cdn	6
web/src-tauri/src/proxy.rs	proxy	13
web/src-tauri/src/proxy.rs	stream_url	4
web/src-tauri/src/proxy.rs	flv	1
web/src-tauri/src/proxy.rs	m3u8	1
web/src-tauri/src/proxy.rs	token	7
web/src-tauri/src/stream_proxy.rs	proxy	2
web/src-tauri/src/stream_proxy.rs	flv	2
web/src-tauri/src/stream_proxy.rs	m3u8	2
web/src-tauri/src/stream_proxy.rs	hls	7
web/src-tauri/src/update_release.rs	download	20
web/src-tauri/src/update_release.rs	pay	22
web/src/App.vue	download	14
web/src/App.vue	record	1
web/src/App.vue	m3u8	1
web/src/App.vue	pay	19
web/src/components/CommonStreamerList/composables/useBilibiliLiveRooms.ts	proxy	6
web/src/components/CommonStreamerList/composables/useDouyinLiveRooms.ts	token	23
web/src/components/CommonStreamerList/composables/useDouyuLiveRooms.ts	record	2
web/src/components/CommonStreamerList/composables/useHuyaLiveRooms.ts	proxy	7
web/src/components/DouyuCategory/composables/useCategories.ts	record	1
web/src/components/FollowsList/FolderItem.vue	proxy	3
web/src/components/FollowsList/FollowOverlay.vue	proxy	3
web/src/components/FollowsList/StreamerItem.vue	proxy	4
web/src/components/FollowsList/index.vue	proxy	16
web/src/components/FollowsList/index.vue	cookie	4
web/src/components/FollowsList/index.vue	pay	3
web/src/components/FollowsList/useProxy.ts	proxy	18
web/src/components/StreamerInfo/index.vue	proxy	12
web/src/components/StreamerInfo/index.vue	cookie	49
web/src/components/StreamerInfo/index.vue	pay	2
web/src/components/player/constants.ts	pay	2
web/src/components/player/danmakuManager.ts	cookie	1
web/src/components/player/danmakuManager.ts	pay	5
web/src/components/player/danmuOverlay.ts	record	1
web/src/components/player/danmuOverlay.ts	sign	2
web/src/components/player/danmuPlugins.ts	record	1
web/src/components/player/index.vue	record	1
web/src/components/player/index.vue	proxy	23
web/src/components/player/index.vue	stream_url	1
web/src/components/player/index.vue	flv	5
web/src/components/player/index.vue	hls	10
web/src/components/player/index.vue	cookie	5
web/src/components/player/index.vue	pay	10
web/src/components/player/index.vue	sign	1
web/src/components/player/types.ts	record	2
web/src/components/player/types.ts	pay	4
web/src/components/player/watchers.ts	proxy	3
web/src/components/player/watchers.ts	cookie	1
web/src/layout/Navbar.vue	download	2
web/src/layout/Navbar.vue	proxy	9
web/src/layout/Navbar.vue	pay	12
web/src/layout/Sidebar.vue	pay	1
web/src/mobile/MobileFollowsSheet.vue	pay	1
web/src/mobile/MobileSearchSheet.vue	proxy	6
web/src/mobile/MobileSearchSheet.vue	cookie	10
web/src/mobile/MobileSearchSheet.vue	token	25
web/src/mobile/MobileSearchSheet.vue	pay	2
web/src/mobile/MobileSettingsSheet.vue	download	5
web/src/pages/BilibiliPlayerView.vue	cookie	12
web/src/pages/CustomHomeView.vue	record	1
web/src/platforms/bilibili/cookieHelper.ts	cookie	28
web/src/platforms/bilibili/cookieHelper.ts	pay	1
web/src/platforms/bilibili/playerHelper.ts	record	1
web/src/platforms/bilibili/playerHelper.ts	stream_url	1
web/src/platforms/bilibili/playerHelper.ts	cookie	10
web/src/platforms/bilibili/playerHelper.ts	pay	12
web/src/platforms/common/playback.ts	record	1
web/src/platforms/common/playback.ts	flv	3
web/src/platforms/common/playback.ts	m3u8	1
web/src/platforms/common/playback.ts	hls	7
web/src/platforms/common/playbackProxy.ts	proxy	7
web/src/platforms/common/types.ts	record	1
web/src/platforms/common/types.ts	stream_url	2
web/src/platforms/common/types.ts	flv	1
web/src/platforms/common/types.ts	m3u8	1
web/src/platforms/common/types.ts	sign	1
web/src/platforms/douyin/followListHelper.ts	stream_url	1
web/src/platforms/douyin/followListHelper.ts	pay	5
web/src/platforms/douyin/playerHelper.ts	stream_url	1
web/src/platforms/douyin/playerHelper.ts	pay	16
web/src/platforms/douyin/streamerInfoParser.ts	stream_url	3
web/src/platforms/douyin/streamerInfoParser.ts	pay	4
web/src/platforms/douyu/api.ts	stream_url	2
web/src/platforms/douyu/followListHelper.ts	sign	1
web/src/platforms/douyu/parsers.ts	flv	3
web/src/platforms/douyu/parsers.ts	m3u8	3
web/src/platforms/douyu/parsers.ts	pay	22
web/src/platforms/douyu/playerHelper.ts	record	1
web/src/platforms/douyu/playerHelper.ts	proxy	6
web/src/platforms/douyu/playerHelper.ts	flv	2
web/src/platforms/douyu/playerHelper.ts	m3u8	1
web/src/platforms/douyu/playerHelper.ts	hls	3
web/src/platforms/douyu/playerHelper.ts	token	13
web/src/platforms/douyu/playerHelper.ts	pay	18
web/src/platforms/douyu/playerHelper.ts	sign	4
web/src/platforms/douyu/playerHelper.ts	cdn	15
web/src/platforms/douyu/streamerInfoParser.ts	sign	1
web/src/platforms/douyu/types.ts	pay	1
web/src/platforms/huya/playerHelper.ts	record	1
web/src/platforms/huya/playerHelper.ts	flv	4
web/src/platforms/huya/playerHelper.ts	token	1
web/src/platforms/huya/playerHelper.ts	pay	11
web/src/platforms/huya/playerHelper.ts	cdn	3
web/src/runtime/host.ts	download	1
web/src/runtime/updateHost.ts	download	6
web/src/services/configTransfer.ts	record	6
web/src/services/configTransfer.ts	pay	5
web/src/services/platformInvoke.ts	record	1
web/src/services/platformInvoke.ts	proxy	1
web/src/services/platformInvoke.ts	stream_url	3
web/src/services/platformInvoke.ts	cookie	2
web/src/services/updateChecker.ts	download	5
web/src/services/updateChecker.ts	pay	12
web/src/store/customCategoryStore.ts	record	1
web/src/store/followStore.ts	m3u8	1
